phrase,spam_count,ham_count,spam_ratio,weight,category
txting tell,4,0,1.0,0.4,general
txting tell ur,4,0,1.0,0.4,general
unlimited high,4,0,1.0,0.4,general
unlimited high speed,4,0,1.0,0.4,general
unsubscribe stop,4,0,1.0,0.4,general
unsubscribe stop extra,4,0,1.0,0.4,general
update free,4,0,1.0,0.4,general
upgrade,4,0,1.0,0.4,general
ur 150,4,0,1.0,0.4,general
ur 150 worth,4,0,1.0,0.4,general
ur door,4,0,1.0,0.4,general
urgent 2nd,4,0,1.0,0.4,urgency
urgent 2nd attempt,4,0,1.0,0.4,urgency
urgent mobile awarded,4,0,1.0,0.4,urgency
user today,4,0,1.0,0.4,urgency
user today lucky,4,0,1.0,0.4,urgency
validity recharge,4,0,1.0,0.4,general
vary,4,0,1.0,0.4,general
vera,4,0,1.0,0.4,general
vibration sauna,4,0,1.0,0.4,general
vibration sauna belt,4,0,1.0,0.4,general
village noida,4,0,1.0,0.4,general
villas yamuna xprsway,4,0,1.0,0.4,general
vip,4,0,1.0,0.4,technical
visit retailer,4,0,1.0,0.4,general
visit retailer recharge,4,0,1.0,0.4,general
vouchers free,4,0,1.0,0.4,general
vouchers free entry,4,0,1.0,0.4,general
w1j6hl ldn,4,0,1.0,0.4,general
want new nokia,4,0,1.0,0.4,general
want real,4,0,1.0,0.4,general
way noida,4,0,1.0,0.4,general
week no1,4,0,1.0,0.4,general
week no1 nokia,4,0,1.0,0.4,general
weekends draw,4,0,1.0,0.4,general
weekends draw shows,4,0,1.0,0.4,general
weeks offer,4,0,1.0,0.4,general
weeks offer pc,4,0,1.0,0.4,general
weight loss gain,4,0,1.0,0.4,general
wfp,4,0,1.0,0.4,general
wide range,4,0,1.0,0.4,general
wide range applications,4,0,1.0,0.4,general
wild,4,0,1.0,0.4,general
win 200,4,0,1.0,0.4,general
winner specially,4,0,1.0,0.4,general
winner specially selected,4,0,1.0,0.4,general
won 000 bonus,4,0,1.0,0.4,general
won 2000,4,0,1.0,0.4,general
worth discount,4,0,1.0,0.4,general
worth discount vouchers,4,0,1.0,0.4,general
www comuk,4,0,1.0,0.4,general
www comuk net,4,0,1.0,0.4,general
www easemytrip,4,0,1.0,0.4,technical
xchat,4,0,1.0,0.4,general
xmas prize,4,0,1.0,0.4,general
xpressway,4,0,1.0,0.4,general
xprsway size,4,0,1.0,0.4,general
xprsway size 1575,4,0,1.0,0.4,general
xway combo world,4,0,1.0,0.4,general
yamuna xprsway size,4,0,1.0,0.4,general
yr prize,4,0,1.0,0.4,general
yr prize customer,4,0,1.0,0.4,general
world,37,56,0.3978,0.3978,general
answer,11,17,0.3929,0.3929,general
message,33,52,0.3882,0.3882,general
send,89,141,0.387,0.387,general
real,17,27,0.3864,0.3864,general
surprise,7,6,0.5385,0.3769,general
ticket,7,6,0.5385,0.3769,general
family,13,23,0.3611,0.3611,general
msg,49,87,0.3603,0.3603,general
900,6,4,0.6,0.36,general
character,6,4,0.6,0.36,general
grand,6,4,0.6,0.36,general
jana,6,4,0.6,0.36,general
sub,6,4,0.6,0.36,general
700,5,2,0.7143,0.3571,general
adventure,5,2,0.7143,0.3571,general
aug,5,2,0.7143,0.3571,general
batch,5,2,0.7143,0.3571,general
commercial,5,2,0.7143,0.3571,general
exciting,5,2,0.7143,0.3571,general
executive,5,2,0.7143,0.3571,general
fav,5,2,0.7143,0.3571,general
favorite,5,2,0.7143,0.3571,general
female,5,2,0.7143,0.3571,general
mp3,5,2,0.7143,0.3571,general
pan,5,2,0.7143,0.3571,general
payment,5,2,0.7143,0.3571,financial
pound,5,2,0.7143,0.3571,general
program,5,2,0.7143,0.3571,general
replying,5,2,0.7143,0.3571,general
sales,5,2,0.7143,0.3571,general
shoes,5,2,0.7143,0.3571,general
mr,9,14,0.3913,0.3522,general
ki,23,43,0.3485,0.3485,general
fun,13,25,0.3421,0.3421,general
years,13,25,0.3421,0.3421,general
brings,8,11,0.4211,0.3368,general
watch,18,36,0.3333,0.3333,general
movie,10,20,0.3333,0.3333,general
end,19,39,0.3276,0.3276,general
aaj,6,5,0.5455,0.3273,general
ip,6,5,0.5455,0.3273,technical
stock,6,5,0.5455,0.3273,general
computer,7,8,0.4667,0.3267,general
email,10,21,0.3226,0.3226,general
buy,29,61,0.3222,0.3222,general
63,4,1,0.8,0.32,general
650,4,1,0.8,0.32,general
7000,4,1,0.8,0.32,general
aapko,4,1,0.8,0.32,general
admission,4,1,0.8,0.32,general
agents,4,1,0.8,0.32,general
ana,4,1,0.8,0.32,general
attractive,4,1,0.8,0.32,general
august,4,1,0.8,0.32,general
bangalore,4,1,0.8,0.32,general
bpo,4,1,0.8,0.32,general
capital,4,1,0.8,0.32,general
chemical,4,1,0.8,0.32,general
chosen,4,1,0.8,0.32,general
conditions,4,1,0.8,0.32,general
developer,4,1,0.8,0.32,general
ext,4,1,0.8,0.32,general
faridabad,4,1,0.8,0.32,general
followed,4,1,0.8,0.32,general
hp,4,1,0.8,0.32,general
instant,4,1,0.8,0.32,general
instructions,4,1,0.8,0.32,general
juice,4,1,0.8,0.32,general
khan,4,1,0.8,0.32,general
knocking,4,1,0.8,0.32,general
laid,4,1,0.8,0.32,general
magic,4,1,0.8,0.32,general
male,4,1,0.8,0.32,general
mar,4,1,0.8,0.32,general
media,4,1,0.8,0.32,general
mths,4,1,0.8,0.32,general
pest,4,1,0.8,0.32,general
pre,4,1,0.8,0.32,general
premier,4,1,0.8,0.32,general
purchase,4,1,0.8,0.32,general
rats,4,1,0.8,0.32,general
renewal,4,1,0.8,0.32,general
secrets,4,1,0.8,0.32,general
shortly,4,1,0.8,0.32,general
singh,4,1,0.8,0.32,general
title,4,1,0.8,0.32,general
usa,4,1,0.8,0.32,general
visiting,4,1,0.8,0.32,general
guess,19,41,0.3167,0.3167,general
year,25,54,0.3165,0.3165,general
tc,10,22,0.3125,0.3125,general
cancel,5,3,0.625,0.3125,general
edge,5,3,0.625,0.3125,general
gifts,5,3,0.625,0.3125,general
ladies,5,3,0.625,0.3125,general
natural,5,3,0.625,0.3125,general
pg,5,3,0.625,0.3125,general
spl,5,3,0.625,0.3125,general
tour,5,3,0.625,0.3125,general
unique,5,3,0.625,0.3125,general
view,5,3,0.625,0.3125,general
weekends,5,3,0.625,0.3125,general
trip,9,17,0.3462,0.3115,technical
half,13,29,0.3095,0.3095,general
ready,17,38,0.3091,0.3091,general
job,19,43,0.3065,0.3065,general
film,7,9,0.4375,0.3062,general
living,7,9,0.4375,0.3062,general
trying,13,30,0.3023,0.3023,general
important,12,28,0.3,0.3,general
shopping,12,28,0.3,0.3,general
acha,6,6,0.5,0.3,general
00 sub,3,0,1.0,0.3,general
00 sub 16,3,0,1.0,0.3,general
000 pounds,3,0,1.0,0.3,general
000 prize,3,0,1.0,0.3,general
000 xmas,3,0,1.0,0.3,general
000 xmas prize,3,0,1.0,0.3,general
01,3,0,1.0,0.3,general
0207,3,0,1.0,0.3,general
07xxxxxxxxx,3,0,1.0,0.3,general
080,3,0,1.0,0.3,general
0800 542,3,0,1.0,0.3,general
08000930705 delivery tomorrow,3,0,1.0,0.3,general
08001950382,3,0,1.0,0.3,general
0845,3,0,1.0,0.3,general
0870 national,3,0,1.0,0.3,general
0870 national rate,3,0,1.0,0.3,general
08701417012,3,0,1.0,0.3,general
08701417012 profit,3,0,1.0,0.3,general
08701417012 profit charity,3,0,1.0,0.3,general
08702840625,3,0,1.0,0.3,general
08702840625 comuk,3,0,1.0,0.3,general
08707509020,3,0,1.0,0.3,general
08707509020 just,3,0,1.0,0.3,general
08707509020 just 20p,3,0,1.0,0.3,general
0871,3,0,1.0,0.3,general
08712460324 10p,3,0,1.0,0.3,general
08712460324 10p min,3,0,1.0,0.3,general
08712460324 nat,3,0,1.0,0.3,general
08712460324 nat rate,3,0,1.0,0.3,general
08715705022,3,0,1.0,0.3,general
08718720201 po,3,0,1.0,0.3,general
08718720201 po box,3,0,1.0,0.3,general
087187262701,3,0,1.0,0.3,general
087187262701 50gbp,3,0,1.0,0.3,general
087187262701 50gbp mtmsg18,3,0,1.0,0.3,general
08718727870,3,0,1.0,0.3,general
09050090044,3,0,1.0,0.3,general
09050090044 toclaim,3,0,1.0,0.3,general
09050090044 toclaim sae,3,0,1.0,0.3,general
09066612661,3,0,1.0,0.3,general
09066612661 landline,3,0,1.0,0.3,general
0km frm,3,0,1.0,0.3,general
10 days,3,0,1.0,0.3,general
10 din mein,3,0,1.0,0.3,general
10 txtauction,3,0,1.0,0.3,general
10 txtauction txt,3,0,1.0,0.3,general
100 acres,3,0,1.0,0.3,general
100 acres park,3,0,1.0,0.3,general
100 free text,3,0,1.0,0.3,general
100 natural,3,0,1.0,0.3,general
100 natural aloe,3,0,1.0,0.3,general
100 result,3,0,1.0,0.3,general
100 wkly,3,0,1.0,0.3,general
100 wkly draw,3,0,1.0,0.3,general
1000 prize,3,0,1.0,0.3,general
100mb,3,0,1.0,0.3,general
1050,3,0,1.0,0.3,general
1050 free,3,0,1.0,0.3,general
1050 free home,3,0,1.0,0.3,general
10am 7pm cost,3,0,1.0,0.3,general
11 resi,3,0,1.0,0.3,general
11 resi comm,3,0,1.0,0.3,general
114 14,3,0,1.0,0.3,general
114 14 tcr,3,0,1.0,0.3,general
11pm,3,0,1.0,0.3,general
12 assured return,3,0,1.0,0.3,general
12000,3,0,1.0,0.3,general
122,3,0,1.0,0.3,general
123 muft,3,0,1.0,0.3,general
123 muft offer,3,0,1.0,0.3,general
13 99,3,0,1.0,0.3,general
13 99 lacs,3,0,1.0,0.3,general
137 noida,3,0,1.0,0.3,general
14 tcr,3,0,1.0,0.3,general
14 tcr w1,3,0,1.0,0.3,general
149,3,0,1.0,0.3,general
150 text,3,0,1.0,0.3,general
150p min,3,0,1.0,0.3,general
150p msgrcvdhg,3,0,1.0,0.3,general
150p msgrcvdhg suite342,3,0,1.0,0.3,general
150p tone,3,0,1.0,0.3,general
150p tone 16,3,0,1.0,0.3,general
150pm,3,0,1.0,0.3,general
150ppm 16,3,0,1.0,0.3,general
150sqyd,3,0,1.0,0.3,general
153,3,0,1.0,0.3,general
1575 2200 sf,3,0,1.0,0.3,general
1599,3,0,1.0,0.3,general
16 29,3,0,1.0,0.3,general
16 29 ka,3,0,1.0,0.3,general
16 apply,3,0,1.0,0.3,general
17 45,3,0,1.0,0.3,general
17 45 lacs,3,0,1.0,0.3,general
18 150p,3,0,1.0,0.3,general
18 mnths starting,3,0,1.0,0.3,general
1800,3,0,1.0,0.3,general
1999,3,0,1.0,0.3,general
1case,3,0,1.0,0.3,general
1st tone,3,0,1.0,0.3,general
1st tone free,3,0,1.0,0.3,general
1x150p,3,0,1.0,0.3,general
1x150p wk,3,0,1.0,0.3,general
200 300,3,0,1.0,0.3,general
2000 bonus,3,0,1.0,0.3,general
2000 bonus caller,3,0,1.0,0.3,general
2004 account,3,0,1.0,0.3,general
2004 txt,3,0,1.0,0.3,general
2004 txt nokia,3,0,1.0,0.3,general
21l,3,0,1.0,0.3,general
2200 sf,3,0,1.0,0.3,general
2200 sf 27,3,0,1.0,0.3,general
234 2900,3,0,1.0,0.3,general
234 98,3,0,1.0,0.3,general
2400 offer,3,0,1.0,0.3,general
2400 offer price,3,0,1.0,0.3,general
250 weekly comp,3,0,1.0,0.3,general
26 lac,3,0,1.0,0.3,general
29 ka,3,0,1.0,0.3,general
29 ka talktime,3,0,1.0,0.3,general
29 lac,3,0,1.0,0.3,general
29 lac onwrds,3,0,1.0,0.3,general
2990,3,0,1.0,0.3,general
29th,3,0,1.0,0.3,general
29th aug,3,0,1.0,0.3,general
2bhk14,3,0,1.0,0.3,general
2bhk14 5lacs,3,0,1.0,0.3,general
2bhk14 5lacs al,3,0,1.0,0.3,general
2nd phase,3,0,1.0,0.3,general
2nd phase cape,3,0,1.0,0.3,general
2optout 087187262701,3,0,1.0,0.3,general
2optout 087187262701 50gbp,3,0,1.0,0.3,general
3000,3,0,1.0,0.3,general
30p 50k,3,0,1.0,0.3,general
36504 w45wq,3,0,1.0,0.3,general
3g 121,3,0,1.0,0.3,general
3g videophones,3,0,1.0,0.3,general
3lac,3,0,1.0,0.3,general
3lp,3,0,1.0,0.3,general
3mins,3,0,1.0,0.3,general
3qxj9,3,0,1.0,0.3,general
3qxj9 unsubscribe,3,0,1.0,0.3,general
3qxj9 unsubscribe stop,3,0,1.0,0.3,general
3uz,3,0,1.0,0.3,general
40 crs,3,0,1.0,0.3,general
40 crs balance,3,0,1.0,0.3,general
40 electricity,3,0,1.0,0.3,general
40 electricity power,3,0,1.0,0.3,general
40 lkhs,3,0,1.0,0.3,general
40 lkhs 40,3,0,1.0,0.3,general
4000,3,0,1.0,0.3,general
40gb ipod mp3,3,0,1.0,0.3,technical
40p,3,0,1.0,0.3,general
44224422,3,0,1.0,0.3,general
45 lacs,3,0,1.0,0.3,general
450,3,0,1.0,0.3,general
499,3,0,1.0,0.3,general
4best,3,0,1.0,0.3,general
4best deals,3,0,1.0,0.3,general
4best deals pestcontrolservices,3,0,1.0,0.3,general
4bhk apts sec143,3,0,1.0,0.3,general
4m fortis,3,0,1.0,0.3,general
4m fortis metro,3,0,1.0,0.3,general
4t,3,0,1.0,0.3,general
50 pm,3,0,1.0,0.3,general
50 pm max10mins,3,0,1.0,0.3,general
500 prize,3,0,1.0,0.3,general
500 prize txt,3,0,1.0,0.3,general
5000 await,3,0,1.0,0.3,general
5000 await collection,3,0,1.0,0.3,general
50gbp,3,0,1.0,0.3,general
50gbp mtmsg18,3,0,1.0,0.3,general
50k,3,0,1.0,0.3,general
51,3,0,1.0,0.3,general
53,3,0,1.0,0.3,general
53536,3,0,1.0,0.3,general
53636 tnc appl,3,0,1.0,0.3,general
542,3,0,1.0,0.3,general
5433402,3,0,1.0,0.3,general
56070 apply,3,0,1.0,0.3,general
5676706,3,0,1.0,0.3,general
567678 tnc appl,3,0,1.0,0.3,general
58888 pe,3,0,1.0,0.3,general
5lacs al,3,0,1.0,0.3,general
5lacs al inclusve,3,0,1.0,0.3,general
5p,3,0,1.0,0.3,general
5wb 0870 national,3,0,1.0,0.3,general
60 units,3,0,1.0,0.3,general
60 units sold,3,0,1.0,0.3,general
67,3,0,1.0,0.3,general
68,3,0,1.0,0.3,general
71 aur,3,0,1.0,0.3,general
71 aur rs,3,0,1.0,0.3,general
750 mins,3,0,1.0,0.3,general
750 pound,3,0,1.0,0.3,general
750 pound prize,3,0,1.0,0.3,general
78,3,0,1.0,0.3,general
786,3,0,1.0,0.3,general
786 unredeemed,3,0,1.0,0.3,general
799,3,0,1.0,0.3,general
8007 nokias,3,0,1.0,0.3,general
8007 nokias poly,3,0,1.0,0.3,general
80082,3,0,1.0,0.3,general
81151,3,0,1.0,0.3,general
81151 4t,3,0,1.0,0.3,general
81303,3,0,1.0,0.3,general
83,3,0,1.0,0.3,general
83600,3,0,1.0,0.3,general
84,3,0,1.0,0.3,general
84128,3,0,1.0,0.3,general
85023 savamob member,3,0,1.0,0.3,general
86021 hg,3,0,1.0,0.3,general
86021 hg suite342,3,0,1.0,0.3,general
86688 150p msgrcvdhg,3,0,1.0,0.3,general
88039,3,0,1.0,0.3,general
88039 skilgme,3,0,1.0,0.3,general
88600,3,0,1.0,0.3,general
89545,3,0,1.0,0.3,general
89545 collect,3,0,1.0,0.3,general
89545 collect today,3,0,1.0,0.3,urgency
89555,3,0,1.0,0.3,general
8min,3,0,1.0,0.3,general
8min 4m,3,0,1.0,0.3,general
8min 4m fortis,3,0,1.0,0.3,general
9143900014,3,0,1.0,0.3,general
9143900014 15,3,0,1.0,0.3,general
9143900014 15 16,3,0,1.0,0.3,general
92,3,0,1.0,0.3,general
9212255555 avail discounts,3,0,1.0,0.3,general
93,3,0,1.0,0.3,general
9310,3,0,1.0,0.3,general
9310010818,3,0,1.0,0.3,general
9311304872 9268250573,3,0,1.0,0.3,general
956079603,3,0,1.0,0.3,general
9609791352,3,0,1.0,0.3,general
98,3,0,1.0,0.3,general
99 lacs al,3,0,1.0,0.3,general
9ae,3,0,1.0,0.3,general
9hole,3,0,1.0,0.3,general
9hole golf,3,0,1.0,0.3,general
9hole golf course,3,0,1.0,0.3,general
aapko diya,3,0,1.0,0.3,general
aapko diya ja,3,0,1.0,0.3,general
abhi video,3,0,1.0,0.3,general
abhi video karein,3,0,1.0,0.3,general
abta,3,0,1.0,0.3,general
abta complimentary,3,0,1.0,0.3,general
access airtel,3,0,1.0,0.3,general
access airtel live,3,0,1.0,0.3,general
acres park,3,0,1.0,0.3,general
activation charge,3,0,1.0,0.3,general
activation charge monthly,3,0,1.0,0.3,general
adjoining,3,0,1.0,0.3,general
adjoining 100,3,0,1.0,0.3,general
adjoining 100 acres,3,0,1.0,0.3,general
agni 9212255555 avail,3,0,1.0,0.3,general
airtel live free,3,0,1.0,0.3,general
airtel live long,3,0,1.0,0.3,general
airtel live mms,3,0,1.0,0.3,general
airtel live pay,3,0,1.0,0.3,general
ajmal,3,0,1.0,0.3,general
ajmal khan,3,0,1.0,0.3,general
al inclusive,3,0,1.0,0.3,general
al inclusve 2bhk14,3,0,1.0,0.3,general
al inclusve 8min,3,0,1.0,0.3,general
al spot,3,0,1.0,0.3,general
alfie,3,0,1.0,0.3,general
alfie moon,3,0,1.0,0.3,general
alfie moon children,3,0,1.0,0.3,general
allergies,3,0,1.0,0.3,general
allotment,3,0,1.0,0.3,general
amit,3,0,1.0,0.3,general
amnties,3,0,1.0,0.3,general
amnties exclnt,3,0,1.0,0.3,general
amnties exclnt connectivity,3,0,1.0,0.3,general
apne mobile pe,3,0,1.0,0.3,general
applicable,3,0,1.0,0.3,general
apply sms,3,0,1.0,0.3,general
apr,3,0,1.0,0.3,general
apts sec143,3,0,1.0,0.3,general
apts sec143 noida,3,0,1.0,0.3,general
arrived arcade,3,0,1.0,0.3,general
arrived arcade kazi,3,0,1.0,0.3,general
asap box97n7qp,3,0,1.0,0.3,general
asap box97n7qp 150ppm,3,0,1.0,0.3,general
asked dating,3,0,1.0,0.3,general
asked dating service,3,0,1.0,0.3,general
assistance income,3,0,1.0,0.3,general
assistance income tax,3,0,1.0,0.3,general
associates,3,0,1.0,0.3,general
assured gifts,3,0,1.0,0.3,general
attempt contact 0871,3,0,1.0,0.3,general
attempt contact txt,3,0,1.0,0.3,general
attempt contact won,3,0,1.0,0.3,general
auction send nokia,3,0,1.0,0.3,general
aur baki,3,0,1.0,0.3,general
aur national,3,0,1.0,0.3,general
aur national sms,3,0,1.0,0.3,general
aur rs 16,3,0,1.0,0.3,general
avail discounts,3,0,1.0,0.3,general
avail inaugural,3,0,1.0,0.3,general
avail special,3,0,1.0,0.3,general
await collection 09050090044,3,0,1.0,0.3,general
await collection cs,3,0,1.0,0.3,general
awaiting collection,3,0,1.0,0.3,general
award free,3,0,1.0,0.3,general
awarded 000,3,0,1.0,0.3,general
awarded 000 bonus,3,0,1.0,0.3,general
ayurvedic product money,3,0,1.0,0.3,general
bajaj,3,0,1.0,0.3,general
balance transfer,3,0,1.0,0.3,general
bank guarantee,3,0,1.0,0.3,financial
beachside living,3,0,1.0,0.3,general
beachside living supertch,3,0,1.0,0.3,general
bedbug rats pest,3,0,1.0,0.3,general
benetton wrist,3,0,1.0,0.3,general
benetton wrist watch,3,0,1.0,0.3,general
best investment,3,0,1.0,0.3,general
best offer,3,0,1.0,0.3,general
bhk apts,3,0,1.0,0.3,general
bhk flat 29,3,0,1.0,0.3,general
bhk premium,3,0,1.0,0.3,general
bhk premium flat,3,0,1.0,0.3,general
bhk sec,3,0,1.0,0.3,general
bhk sec 70,3,0,1.0,0.3,general
bil,3,0,1.0,0.3,general
billed,3,0,1.0,0.3,general
biz 2optout,3,0,1.0,0.3,general
biz 2optout 087187262701,3,0,1.0,0.3,general
blossom greens 4bhk,3,0,1.0,0.3,general
box 114,3,0,1.0,0.3,general
box 114 14,3,0,1.0,0.3,general
box95qu,3,0,1.0,0.3,general
box97n7qp,3,0,1.0,0.3,general
box97n7qp 150ppm,3,0,1.0,0.3,general
business opportunity,3,0,1.0,0.3,general
business opportunity 100,3,0,1.0,0.3,general
bx420,3,0,1.0,0.3,general
bx420 ip4,3,0,1.0,0.3,technical
bx420 ip4 5we,3,0,1.0,0.3,technical
cabs,3,0,1.0,0.3,general
calls minmobsmorelkpobox177hp51fl,3,0,1.0,0.3,general
camera phone upgrade,3,0,1.0,0.3,general
camera phones free,3,0,1.0,0.3,general
cancel send,3,0,1.0,0.3,general
cancel send stop,3,0,1.0,0.3,general
cape,3,0,1.0,0.3,general
cape town,3,0,1.0,0.3,general
cape town sec74,3,0,1.0,0.3,general
car scratches,3,0,1.0,0.3,general
card connection,3,0,1.0,0.3,general
card passport,3,0,1.0,0.3,general
card passport assistance,3,0,1.0,0.3,general
career tip,3,0,1.0,0.3,technical
cash holiday,3,0,1.0,0.3,general
cash prize,3,0,1.0,0.3,general
cash send 86688,3,0,1.0,0.3,general
cc 08718720201 po,3,0,1.0,0.3,general
celeb,3,0,1.0,0.3,general
chance claim,3,0,1.0,0.3,general
chance claim ur,3,0,1.0,0.3,general
chance flat,3,0,1.0,0.3,general
chance win 250,3,0,1.0,0.3,general
charge help 08702840625,3,0,1.0,0.3,general
charge monthly,3,0,1.0,0.3,general
charge monthly rentals,3,0,1.0,0.3,general
charges 10p 10kb,3,0,1.0,0.3,general
charges delivery claim,3,0,1.0,0.3,general
charity 8007,3,0,1.0,0.3,general
charity 8007 nokias,3,0,1.0,0.3,general
charity polys,3,0,1.0,0.3,general
charity polys zed,3,0,1.0,0.3,general
chemical herbal odorless,3,0,1.0,0.3,general
children need,3,0,1.0,0.3,general
children need song,3,0,1.0,0.3,general
choose know,3,0,1.0,0.3,urgency
cinemas,3,0,1.0,0.3,general
claim free camera,3,0,1.0,0.3,general
claim sms,3,0,1.0,0.3,general
claim sms twch,3,0,1.0,0.3,general
claim ur award,3,0,1.0,0.3,general
claim voucher,3,0,1.0,0.3,general
claims,3,0,1.0,0.3,general
club mahindra,3,0,1.0,0.3,general
collect 83355,3,0,1.0,0.3,general
collect today,3,0,1.0,0.3,urgency
collect today www,3,0,1.0,0.3,urgency
collection 09050090044,3,0,1.0,0.3,general
collection 09050090044 toclaim,3,0,1.0,0.3,general
collection cs,3,0,1.0,0.3,general
collection cs sae,3,0,1.0,0.3,general
com enjoy,3,0,1.0,0.3,general
com meru,3,0,1.0,0.3,general
com meru cabs,3,0,1.0,0.3,general
com send,3,0,1.0,0.3,general
com txt,3,0,1.0,0.3,general
com1win150ppmx3age16,3,0,1.0,0.3,general
comp chance,3,0,1.0,0.3,general
comp chance win,3,0,1.0,0.3,general
comp just,3,0,1.0,0.3,general
comp just send,3,0,1.0,0.3,general
complex jwala,3,0,1.0,0.3,general
complex jwala heri,3,0,1.0,0.3,general
complimentary tenerife,3,0,1.0,0.3,general
complimentary tenerife holiday,3,0,1.0,0.3,general
congrats mobile,3,0,1.0,0.3,general
congrats mobile 3g,3,0,1.0,0.3,general
congratulations thanks,3,0,1.0,0.3,general
congratulations thanks good,3,0,1.0,0.3,general
connectivity bhkapts starting,3,0,1.0,0.3,general
contact 0871,3,0,1.0,0.3,general
contact guess,3,0,1.0,0.3,general
contact txt,3,0,1.0,0.3,general
contact txt chat,3,0,1.0,0.3,general
contact won 750,3,0,1.0,0.3,general
content details,3,0,1.0,0.3,general
correct ans,3,0,1.0,0.3,general
cost 150p,3,0,1.0,0.3,general
cost 150ppm,3,0,1.0,0.3,general
cost 50 pm,3,0,1.0,0.3,general
course extn road,3,0,1.0,0.3,general
credits pls goto,3,0,1.0,0.3,financial
crs,3,0,1.0,0.3,general
crs balance,3,0,1.0,0.3,general
crs balance transfer,3,0,1.0,0.3,general
cs po,3,0,1.0,0.3,general
cs po box,3,0,1.0,0.3,general
cs sae,3,0,1.0,0.3,general
csbcm4235wc1n3xx,3,0,1.0,0.3,general
cup offer,3,0,1.0,0.3,general
cust,3,0,1.0,0.3,general
custcare 08712405020,3,0,1.0,0.3,general
customer claim,3,0,1.0,0.3,general
customer claim free,3,0,1.0,0.3,general
customer loyalty,3,0,1.0,0.3,general
customer loyalty offer,3,0,1.0,0.3,general
customers recharge,3,0,1.0,0.3,general
cw25wx 150ppm,3,0,1.0,0.3,general
data card connection,3,0,1.0,0.3,general
dating service contact,3,0,1.0,0.3,general
dating service entered,3,0,1.0,0.3,general
dating service know,3,0,1.0,0.3,urgency
days left,3,0,1.0,0.3,general
days unitech,3,0,1.0,0.3,general
days unitech offers,3,0,1.0,0.3,general
deal visit,3,0,1.0,0.3,general
deal visit www,3,0,1.0,0.3,general
deals pestcontrolservices,3,0,1.0,0.3,general
deals pestcontrolservices chemical,3,0,1.0,0.3,general
dec 10 tak,3,0,1.0,0.3,general
december,3,0,1.0,0.3,general
delivered phone,3,0,1.0,0.3,general
delivered phone access,3,0,1.0,0.3,general
delivery claim sms,3,0,1.0,0.3,general
dial 234 2900,3,0,1.0,0.3,general
dial 234 98,3,0,1.0,0.3,general
dial 567,3,0,1.0,0.3,general
dial 777,3,0,1.0,0.3,general
dial ask,3,0,1.0,0.3,general
dial karein 567,3,0,1.0,0.3,general
din tak,3,0,1.0,0.3,general
direct mobile,3,0,1.0,0.3,general
discounted,3,0,1.0,0.3,general
discounted rate,3,0,1.0,0.3,general
diya ja,3,0,1.0,0.3,general
diya ja raha,3,0,1.0,0.3,general
dload,3,0,1.0,0.3,general
dna,3,0,1.0,0.3,general
dogging locations,3,0,1.0,0.3,general
dogging locations sent,3,0,1.0,0.3,general
domestic,3,0,1.0,0.3,general
door hurry,3,0,1.0,0.3,general
door hurry don,3,0,1.0,0.3,general
download content details,3,0,1.0,0.3,general
download free,3,0,1.0,0.3,general
downloads,3,0,1.0,0.3,general
dp booking,3,0,1.0,0.3,general
dp booking sms,3,0,1.0,0.3,general
duplex,3,0,1.0,0.3,general
earn rs 7000,3,0,1.0,0.3,general
ec2a 3lp,3,0,1.0,0.3,general
edition jp,3,0,1.0,0.3,general
edition jp kensington,3,0,1.0,0.3,general
eerie,3,0,1.0,0.3,general
effect 100,3,0,1.0,0.3,general
effect 100 ayurvedic,3,0,1.0,0.3,general
effects 100,3,0,1.0,0.3,general
electricity power,3,0,1.0,0.3,general
electricity power saver,3,0,1.0,0.3,general
emi till,3,0,1.0,0.3,general
emis,3,0,1.0,0.3,general
enrich,3,0,1.0,0.3,general
entered phone,3,0,1.0,0.3,general
entered receipt,3,0,1.0,0.3,technical
entered receipt correct,3,0,1.0,0.3,technical
entitled update,3,0,1.0,0.3,general
entitled update latest,3,0,1.0,0.3,general
euro2004,3,0,1.0,0.3,general
exercises,3,0,1.0,0.3,general
expires 26,3,0,1.0,0.3,general
extended,3,0,1.0,0.3,general
extention,3,0,1.0,0.3,general
extention just,3,0,1.0,0.3,general
extention just rs,3,0,1.0,0.3,general
fancies,3,0,1.0,0.3,general
fancy landline,3,0,1.0,0.3,general
fantasy,3,0,1.0,0.3,general
fares,3,0,1.0,0.3,general
fastest,3,0,1.0,0.3,general
feb 11 tak,3,0,1.0,0.3,general
fields,3,0,1.0,0.3,general
fields sales,3,0,1.0,0.3,general
fields sales finance,3,0,1.0,0.3,general
finance media,3,0,1.0,0.3,general
flat 29,3,0,1.0,0.3,general
flat 29 lac,3,0,1.0,0.3,general
flights speak,3,0,1.0,0.3,general
flights speak live,3,0,1.0,0.3,general
flooring,3,0,1.0,0.3,general
fluctuations,3,0,1.0,0.3,general
fng possession,3,0,1.0,0.3,general
fng possession 18,3,0,1.0,0.3,general
formula,3,0,1.0,0.3,general
fortis,3,0,1.0,0.3,general
fortis metro,3,0,1.0,0.3,general
fortis metro statn,3,0,1.0,0.3,general
fr members,3,0,1.0,0.3,general
free auction,3,0,1.0,0.3,general
free auction send,3,0,1.0,0.3,general
