text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
is dere ny bag of urs in hstl rum which is spare,0,2.1358,0.0,0.0,0.0,0.0,0.0,"rs, par, sp"
inner peace,0,1.5363,0.0,0.0,0.0,0.0,0.0,"ac, pe"
i put my heart and my soul into my work and have lost my mind in the process,0,0.7629,0.0,0.0,0.0,0.0,0.0,min
i propose u 4 a lyftym frndsip wid full dedication no complaints no demandss wt say hapy frndsip day in adv do reply if u accept my frndsip gn,0,8.2335,0.0,0.0,0.0,0.0,0.3273,"ts, ft, ac, po, comp, com, reply, pl, cc, se, ip"
i promise to tease u wen u r happy n tease u even more wen u r sad i promise to take money from u n never return it back i promise to kill u if u dont wanna b frnds wid me anymore i promise to b ur frnd for da rest of my lyf and do al silly thngs to irritate u just 2 see u smile,0,5.2014,0.0,0.0,0.0,0.0,0.0,"ac, ke, app, tak, return, al, se, ki"
i promise to be by your side always whenever u need me in your happy times and your sad times coz u r someone i never wanna lose i love you n i ll be your friend forever i promise happy promise day,0,2.0528,0.0,0.0,0.0,0.0,0.0,"app, al, se, end"
i promise ki humesha ki tarah ab bhi tumahara dimaag khana kayam rakhungy hehehahahahaha happy promise day gud morning,0,4.2357,0.0,0.0,0.0,0.0,0.0,"har, app, ka, ab, se, ki, ana, khan"
who is moe cnfsd sardarji o gorkhali sardarji ws comn to darjln at bend he saw a baner readn welcome to gorkhalandat d vry nxt bend he saw a bgr baner readn we want gorkhaland,0,4.662,0.0,0.0,0.0,0.0,0.0,"land, com, welcome, al, rd, ji, end, gr"
i promise 2 make u happy wen u r sad i promise 2 make u laugh wen u cry i promise 2 b wid u wen u r alone i promise 2 support u wenever u need me i promise dat u wl always hav a spcl place in my heart happy promise day,0,7.6034,0.0,0.0,0.0,0.0,0.0,"lac, ac, po, ke, pl, app, pc, al, sp, se, aug"
i pray to god to give u shanti shakti sampati swarup saiyam sanskar swaasth sanmaan saraswati aur sneh shubh diwali,0,1.8157,0.0,0.0,0.0,0.0,0.0,"ka, aur, al"
i performd with strings today in nsit moksha yipeeee the lukiest gurl out f the lack crowd,0,4.9426,0.0,0.0,0.0,0.0,0.3273,"uk, lac, ac, row, pe, ki, ip"
inkar ko ikrar kehte hai khamoshi ko izhar kehte hai kya dastur hai is duniya ka ek khubsurat sa dhokha hai jise log pyar kehte hai,0,4.359,0.0,0.0,0.0,0.0,0.0,"har, ke, ka, hai kya, log, ji, se"
i no p,0,0.0,0.0,0.0,0.0,0.0,0.0,
i never found out why u walked awayand never said goodbyebut now that i see youi m torn inside but i still guard my pride,0,3.1514,0.0,0.0,0.0,0.0,0.0,"ke, al, rd, till, se, rid"
i never forget my friends and u and me hav de same passion so defi it cant be possible 4 me to forget u at least sm day call me not to scold jus 4 a chat,0,2.4443,0.0,0.0,0.0,0.0,0.0,"po, chat, al, end"
i never expect other to remember me but i always drop my messag into their inbox to say i love to remember them nd dat my msgs r free d,0,7.1905,0.0,0.0,0.0,0.0,0.0,"ree, exp, member, ms, free, box, pe, al, dr, msg"
i needed those sensors today could u plz ask sandeep bhaiyan i dont hav his number sorry to disturb u,0,2.7871,0.0,0.0,0.0,0.0,0.0,"rs, pl, se, number, ist"
i need your last year s dbms b tree assignment,0,2.7054,0.0,0.0,0.0,0.0,0.0,"ree, ms, men, year"
who is gssh n y hav u reinforced dis person 4m my a c,0,2.3212,0.0,0.0,0.0,0.0,0.0,"rs, info, pe"
i need ur help i want fp database of urs dr mayank is asking,0,4.007,0.0,0.0,0.0,0.0,0.0,"rs, data, ab, skin, se, dr, ki"
i need u to tell me wot hapnd in colg whether i shud order my cake or u will manage wot n all wil v hv to drink n hw will u get all of it including champagne n if ur coming wid me in d morning or nt and all of this is urgent and important so call me asap,0,8.1724,0.8906,0.0,0.0,0.0,0.0,"urgent, po, com, ke, min, order, age, din, al, rd, dr, ana, important"
inhand kitna,0,1.0596,0.0,0.0,0.0,0.0,0.0,"nh, ki"
i need u,0,0.0,0.0,0.0,0.0,0.0,0.0,
i need 2 tok 2 u its a lil bit important call me wen ur free n best of luck 4 ur test n assignments,0,5.6097,0.0,0.0,0.0,0.0,0.0,"ree, ts, po, free, men, al, best, important"
i nd to talk to u plz wake up,0,2.1067,0.0,0.0,0.0,0.0,0.0,"ke, pl, al"
i msng u a lot so gvng u msd cals bt abi yaad aya ki tu ghar par h sry 4 dat,0,3.8782,0.0,0.0,0.0,0.0,0.0,"har, ms, par, ab, al, ki"
i miss u lekin pta hai miss to school mei hoti hai school mei to bache hote hai bache to chote hote hai choti to chiriya hoti hai chidiya to udti hai udta to kawwa bhi hai kawwa to kaala hota hai kaali to billi bi hoti hai billi to sher ki khala hai sher to jungle mei rehta hai jungle mei to haathi bhi rehta hai hathi to bahut bda hota hai bda to samandar bhi hai samandar to neela hota hai neela to asmaan bhi hota hai asmaan par to taare hote hai taare to chmakte bhi hai chmakta to heera bhi hai heera to mehnga hota hai mehnga to sona hota hai sona to raat ko hota hai raat ke baad toh subah hoti hai subah to naashta krte hai nashte mei to bread hota hai bread 2 rang ka hota hai 2 rang ka toh zebra bhi hota hai zebra to ghode jaisa hota hai ghoda toh tanga chlata hai taange par bache school jate hai school me to miss hoti he miss se yaad aaya i miss u p,0,6.0327,0.0,0.0,0.0,0.0,0.0,"ac, ke, par, hot, ka, al, se, sub, ki, bil, hl"
i miss u 3 words but take 3 secs to read 3 mins to think 3 hrs to understand 3days to demonstrate 3 weeks to explain whole life to prove,0,12.5659,0.0,0.0,0.0,0.0,0.0,"cs, rate, exp, sec, rs, hrs, ke, pl, min, tak, mins, weeks, word, days, rd, se, week, ons"
i might have a chance in tcs for internship dad just called he s just landed at the airport and now directly going to jaipur,0,5.5011,0.0,0.0,0.0,0.0,0.3273,"cs, land, direct, po, chance, al, ip, tc"
i meant meri side se bi wen u meet him tune to kar hi diya hoga im sure pagal p teri wall pe pagalpanti kar rhi hu me,0,2.6578,0.0,0.0,0.0,0.0,0.0,"pe, ka, al, se, pan"
who is d luckiest luver in dis world 1 guy who loved a girl madly but cud not propose her gets d same girl as her wife in arrange marriage,0,4.5828,0.0,0.0,0.0,0.0,0.0,"ts, po, age, range, se, world, ki, mar"
i mean phone pe gussa nikal de yar frustration khatam kar and stop being annoyed,0,3.8327,0.0,0.0,0.0,0.0,0.0,"ph, stop, pe, ka, al, phone"
inglish shayri the janaza of mehboob nikla from the gali of mehbooba with lots of zor shor the mehbooba jhanki from the door or boli mar gaya hramkhor,0,5.1057,0.0,0.0,0.0,0.0,0.0,"ts, jan, al, door, gay, yr, jana, ki, ana, mar"
i may be inocent 2 know what friendship is i may not carry it the way you all deserve it but i always promise to maintain friendship d way i understnd it,0,2.5065,0.0,0.0,0.0,0.0,0.3273,"rs, al, se, end, ip"
i may be a person not of much importance to you i may not be the person who can make you happy the way others make you i may not have a place for myself in your scroll but i know that i am something better than nothing friend is my common name its your wish to prefix me with close best good bad fake or worst whatever it may be i m happy that you call me a friend a word that throws light in my life,0,13.711,0.0,0.0,0.0,0.0,0.0,"ts, lac, ac, rs, po, com, row, ke, pl, app, pe, word, al, best, ref, rd, tt, se, comm, end"
i may b gone 4 a min 4an hr 4a day 4a mnth bt i l always b der 4u i may nt b able 2 alwys say gdmrng gd evng gdni8 bt i prmise will nvr say gud bye,0,2.6691,0.0,0.0,0.0,0.0,0.0,"min, ab, al, se, mr"
i m wid u nly most probably and i guess 3 ppl instead f 2 v can chooz a bettr project n ace it,0,3.513,0.0,0.0,0.0,0.0,0.0,"ac, pl, ab, project, tt, guess"
i m watchng serendipity nd yar clas aane ka man bilkul ni h,0,3.1059,0.0,0.0,0.0,0.0,0.3273,"ka, se, bilkul, watch, end, ip, tc, bil"
i m watchng gud lck chuk its nice,0,2.6289,0.0,0.0,0.0,0.0,0.0,"ts, uk, watch, tc"
i m washng ma face,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
who is d laziest person in d world a who invented the snooze option in alarm gd nyt,0,4.1395,0.0,0.0,0.0,0.0,0.0,"opt, rs, pe, option, al, world"
i m waiting how long,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m trying ur number continuously but it z always coming unavailable,0,5.0775,0.0,0.0,0.0,0.0,0.0,"avail, com, min, available, ab, al, number, trying"
ing tong yes koun main sms kya chaiye aapke chehre par pyari si smile haan yehi wali good mornin,0,4.9824,0.0,0.0,0.0,0.0,0.0,"sms, ms, aap, ke, par, al, yes"
i m thnkng ki subh subh kahin jaun jisse ki mood lyt ho sake 6 bje akshardham chalega,0,4.9339,0.0,0.0,0.0,0.0,0.0,"har, ke, ka, al, rd, ji, se, sub, ki"
i m the best i can prove it i can put coffee in coffee cup can u put world in world cup ok 1 more i can send my no on ur cell can u send ur cell on my no ha ha ha ok ok 1 more i can send my address on ur mob can u send ur mob on my address nahi na kaha na only i m the best,0,7.0922,0.0,0.0,0.0,0.0,0.0,"world cup, ur mob, mob, ka, cup, best, fee, se, dr, world, send, end"
i m swtchng of d cel nd chrgng par laga ri hun dnt wry nd tc,0,1.0411,0.0,0.0,0.0,0.0,0.0,"par, tc"
i m sure dat dis day v r the masters of r fate dat the task set b4 us is not abve my strngth dat its pangs toils r not beyond my endurnceas long as v hve faith in r own cause unconquerable will 2 win victry wil not b denied 2 us,0,4.9066,0.0,0.0,0.0,0.0,0.0,"ts, rs, win, ab, master, se, pan, end"
i m stdng python warna kal tuts me bhi vikram sir meri lenge kk wat u dng mein abi padhne bethi hun nd listning to songs also,0,5.3151,0.0,0.0,0.0,0.0,0.0,"ts, std, mein, ka, ab, al, song, ist"
i m sry for wat i did with u i m always hurting ppl sry,0,1.3147,0.0,0.0,0.0,0.0,0.0,"pl, al"
i m rdy so nice na subah subah othrs r sleeping nd mein thande pani se nhali toh khanse ja ri hun,0,5.701,0.0,0.0,0.0,0.0,0.0,"rs, hrs, mein, nh, al, rd, se, sub, pan, khan"
i m playng wid d gm jo tune mujhe diya tha boost wala divya k sath,0,1.8772,0.0,0.0,0.0,0.0,0.0,"pl, play, al"
who is a close frnd woh jo pehla aasu tham le phir aansu poch de or phir chehre ko haanthon me tham kar kahe chal drame band kar d,0,4.7395,0.0,0.0,0.0,0.0,0.0,"po, ph, pe, ka, al, se, dr, hl"
i m nt sleeping nd wat u dng,0,0.0,0.0,0.0,0.0,0.0,0.0,
indraprastha you,0,0.7267,0.0,0.0,0.0,0.0,0.0,"dr, apr"
i m nt njoyng kuch karne ka man hi ni h tu bta yar mujhe kpde b dhone ka man nhi h wat to do bs aise hi bhot lazipana chadh rha h,0,4.2732,0.0,0.0,0.0,0.0,0.3273,"njoy, nh, hot, ka, se, pan, ip, ana"
i m nt mad for ny1 gn,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m nt in mood to say nythng i m flng helples nd hopeles u betr go to slp a jayegi try karlo,0,2.0811,0.0,0.0,0.0,0.0,0.0,"pl, pe, ka"
i m nt getng anythng we wil talk 2mrw abt dat,0,1.4629,0.0,0.0,0.0,0.0,0.0,"ab, al, mr"
i m nt doing anythn,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m nt d best person in ur life bt i jus hope dat 1 day wen u hear ma name u wud jus smile n say tha to ajeeb bt i miss him,0,2.0454,0.0,0.0,0.0,0.0,0.0,"rs, pe, best"
who can stop 500 cars with one hand its the traffic police beta sab kuch rajnikanth nhi krega d,0,7.9188,0.0,0.0,0.0,0.0,0.0,"ts, 500, 50, rs, po, 00, nh, stop, ka, ab"
i m not well neither am i a handpump he he he worldz mst idiotic pj,0,2.1542,0.0,0.0,0.0,0.0,0.0,"dp, ms, world"
i m near canteen gng to hostel wil stdy aftr lunch kk bye,0,2.4735,0.0,0.0,0.0,0.0,0.0,"std, ft, near"
i m msng u a lot muaah aaj miley ni na mein addicted sun ri toh aur jada aa ri h,0,2.5403,0.0,0.0,0.0,0.0,0.0,"ms, mein, aur, aaj"
why do v indians eagerly wish frndshp day valentine day rose day etc b4 a week or few days n feel proud dat v hav done a very great job but y do things change wen it comes 2 our nations independance day do v hav d same eagerness ans is no so come lets change our view 2wrds our nation n stop giving priority 2 the western culture lets be indians first happy independance day,0,12.5566,0.0,0.0,0.0,0.0,0.0,"ts, rs, com, dance, app, stop, pe, age, india, al, west, days, fee, rd, se, week, ons, end, hp, tc"
i m mailin to furr furr,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m lyng on bed mene lunch kar liya h tune kr liya kya,0,1.2008,0.0,0.0,0.0,0.0,0.0,"ka, men"
i m leavin home,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m in me,0,0.0,0.0,0.0,0.0,0.0,0.0,
yr wat d hel i trstd u a lot cz u r clse 2 me bt y do u talk behind my bck y didn t u tel me frnkly y r u telng othrs dat im soo sweett,0,4.6044,0.0,0.0,0.0,0.0,0.0,"std, rs, hrs, al, tt, se, yr"
i m in ma rum i cm bk bcz i wana,0,0.32,0.0,0.0,0.0,0.0,0.0,ana
i m in library right now whenever u need the keys take it 4m me,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
i m in lab1 bt yahan padhai ni hogi to library chalte h,0,1.1107,0.0,0.0,0.0,0.0,0.0,"ab, al"
i m in kd room,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m in garima rum nd we r talking,0,0.894,0.0,0.0,0.0,0.0,0.0,"al, ki"
indira nagar,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m in colg abhi vaise ask subhanshu he might get it submitted vaise shayad mushkil ho,0,2.7093,0.0,0.0,0.0,0.0,0.0,"ab, submit, tt, se, sub, ki"
i m in class where r u plz take a rikshaw from dwarka mor to iiit delhi nsit campus iiit delhi is in 3rd floor of library building,0,6.4645,0.0,0.0,0.0,0.0,0.0,"dwarka, delhi, ke, pl, tak, del, ka, din, rd"
i m in a meeting,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m i dnt knw in d way bt faridabad gye hue 20 mins ho gyi i thnk i m in delhi only,0,4.9213,0.0,0.0,0.0,0.0,0.0,"delhi, min, 20, del, mins, ab, rid, faridabad"
i m here,0,0.0,0.0,0.0,0.0,0.0,0.0,
who am i a step wn u stop a hand wn u r lost a word wn u r quite a smyl wn u r sad a sholder wn u cry far frm u bt a frnd under the same sky,0,3.0414,0.0,0.0,0.0,0.0,0.0,"stop, step, holder, word, rd"
i m here reception waiting,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m going to my rum in obh ankush se data cable le lena wo apne rum me hoga ya hostel k bahar railing pe baitha hoga,0,3.9499,0.0,0.0,0.0,0.0,0.0,"har, data, pe, apne, ab, se"
i m gng to tak d lunch wid garima in 15 mins,0,2.9711,0.0,0.0,0.0,0.0,0.0,"15, min, tak, mins"
i m gng to tak bath,0,0.7353,0.0,0.0,0.0,0.0,0.0,tak
indianewsline woman dead 3injured during rathyatra inpuri cbi refuses2reveal info on mea s extradition letter aboutanderson diabetics new insulin discovered,0,11.468,0.0,0.0,0.0,0.0,0.0,"cs, puri, disc, reveal, rs, info, line, extra, new, india, ab, news, al, ref, tt, se, ext"
i m gng to sleep nw wat abt u,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
i m gng to hostl dm ni ayi i ws tryng bt kuch ni hua,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m gng to hostel kuch kam h mujhe wil cm at 2 nd den we cud stdy ip baki jo tu kahey kb aana h bata dena,0,2.6098,0.0,0.0,0.0,0.0,0.3273,"std, ka, ki, ip, ana"
i m from mts plz send ur email id and ur other comtect no khushianees khan,0,5.2962,0.0,0.0,0.0,0.0,0.0,"ts, mts, com, pl, se, send, end, email, khan"
i m free,0,1.8306,0.0,0.0,0.0,0.0,0.0,"ree, free"
i m fine but suffering from typhoid my stream is net and locatn is lucknow as it is close to my home vanaras i have to join there on 18 april where r u and how is traning going on,0,4.6237,0.0,0.0,0.0,0.0,0.0,"18, ph, join, net, se, loc, ana, apr"
whnevr u feel sad think of me n say akanksha is so swt inteligent lovable caring u ll smile automaticaly know y kyunki sach bolne se mann ko humesha shanti milti hai p,0,3.9173,0.0,0.0,0.0,0.0,0.0,"ac, ka, ab, al, fee, se, ki"
i m extrmly sory bt plz i requst al of u to leave me alone 4 sum days i knw u al just want me to help bt plz kal se kuch din tk ye mat puchna k ky hua h i l b fyn in sum days,0,3.8299,0.0,0.0,0.0,0.0,0.0,"pl, ka, din, al, days, se, ext"
i m duin brkfast u too do dat,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m doin the first one so kanika u can do 2nd waala,0,2.7808,0.0,0.0,0.0,0.0,0.0,"rs, 2nd, ka, al"
indianewsline ap high court grants bail 2rama raju 4 others uttarbanga driver violated red signal signal in charge syria bans islamic veil at universities,0,9.2573,0.0,0.0,0.0,0.0,0.0,"ts, rs, har, line, new, high, court, india, charge, news, al, tt, yr, dr, gr"
i m cming,0,0.7629,0.0,0.0,0.0,0.0,0.0,min
i m bunking dm,0,0.3485,0.0,0.0,0.0,0.0,0.0,ki
i m behind u d,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m attndng d clas as pri ne kaha h ki ma am se bat krni h toh phr clas attnd karni padhegi,0,2.7793,0.0,0.0,0.0,0.0,0.0,"ph, ka, tt, se, ki"
i m at jeeto takin iccrms,0,2.9171,0.0,0.0,0.0,0.0,0.0,"ms, tak, cc, icc, ki"
i m asking something about me 1 what is best in me 2 what is bad in me 3 what u hav saved my name in ur cell 4 i m ur 5 i m just like a 6 what u wish for,0,3.4145,0.0,0.0,0.0,0.0,0.0,"ke, save, ab, best, skin, ki"
i m also dng brkfst wid garima chole bhature,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
whnevr anyone do bad wid u dnt cry remembr it tks 49 muscles to cry 12 mscls to smyl bt only 6 mscls to giv a slap ghuma k do ek saale ko d,0,1.9173,0.0,0.0,0.0,0.0,0.0,"ms, al, 12"
i m bh3 entrance,0,0.0,0.0,0.0,0.0,0.0,0.0,
i lyk u wen u r hot i luv u wen u r at bed u make me feel gud wen my lips touchs u i luv u i luv u i luv u i luv u i realy luv nescafe khush,0,3.2512,0.0,0.0,0.0,0.0,0.3273,"ke, hot, al, fee, real, ip"
is da buk done,0,0.9831,0.0,0.0,0.0,0.0,0.0,uk
indian girl mere4 bhai 6behne hai aap k kitne hai american girl mere bhai behen nahi par pehli mom se 3 papa aur pehle papa se 4 mom hai,0,4.4849,0.0,0.0,0.0,0.0,0.0,"aap, par, pe, aur, india, se, ki, hl"
i luv u,0,0.0,0.0,0.0,0.0,0.0,0.0,
i luv my india ai mere watan ke logo jara aankh me bharlo pani jo sahid hue hai unki jara yaad from dirt emerges the beautiful lotus from the scorching heat comes the shower of relief and from the depth of pain springs joy always remember that pkaro kurbani happy republic day roblems are your driving force it makes your mind tough n experienced good morning jai sri ram,0,12.2886,0.0,0.0,0.0,0.0,0.0,"exp, har, member, ms, com, ke, min, app, pe, ka, india, experience, log, al, sp, xperience, dr, pan, ki"
i loved sum1 but he broke my heart into pieces now every piece of my heart loves sum1 and people call me a flirt strange world,0,3.7156,0.0,0.0,0.0,0.0,0.0,"ke, pl, pe, al, range, world"
i love you,0,0.0,0.0,0.0,0.0,0.0,0.0,
i love you ye sms 11 ladkiyo ko bhejo or pao apne najdiki police station me 3 rat or 4 din bitane ka moka sath me khana pina or badan ki malish free dj,0,8.4225,0.0,0.0,0.0,0.0,0.0,"ree, sms, po, ms, free, 11, ka, din, apne, al, ki, ana, khan"
i love work unfortunately if i do work it gets finished but how can i finish something i love so i do not work enjoy laziness with attitude,0,2.7312,0.0,0.0,0.0,0.0,0.0,"ts, njoy, tt, enjoy"
whnevr an unexpected joy passes thru ur heart n suddenly u smile 4 no reason remembr sm1 smwhere is remembring appreciating ur good deeds help people,0,3.8356,0.0,0.0,0.0,0.0,0.0,"exp, pl, app, pe, se, pre"
i love kids wen dey travel alone,0,0.894,0.0,0.0,0.0,0.0,0.0,"al, ki"
i love d way u r plz dont chnge send dis 2 evry1 u lyk evn me if u lyk me if u get bak 3 u r a gud frnd 4 sum1 luvs u 5 sum1 is prayin god 2 marry u,0,2.8596,0.0,0.0,0.0,0.0,0.0,"pl, vs, se, send, end, mar"
i looovvee youu sooo much my frnd whoever stops this chain will b unhappy for 3 mnths tel ur 9 friends u luv dem get set go reply bck if u love me,0,5.5281,0.0,0.0,0.0,0.0,0.0,"reply, pl, app, nh, stop, hain, mnths, se, end"
indian wife sanskaro wali hoti hai wo sabke samne apne pati ko abe gadhe nhi kehti isliye short me kehti hai a g sunte ho,0,6.0279,0.0,0.0,0.0,0.0,0.0,"liye, ke, nh, hot, ka, india, apne, ab, al"
i ll give him a pen he likes it very much,0,1.4587,0.0,0.0,0.0,0.0,0.0,"ke, pe"
i ll defi give me there type of ideas i thought he ll do some other cut but he said to look professional he did tat,0,1.2122,0.0,0.0,0.0,0.0,0.0,"pe, al"
i ll add tat in items but wy he is so geeky cant he change a little,0,1.3256,0.0,0.0,0.0,0.0,0.0,"ms, tt"
i live by faith not by sight so whether i see u or not talk to u or not i know that u r still the same a friend worth keeping till the end,0,3.9157,0.0,0.0,0.0,0.0,0.0,"ke, worth, live, al, till, se, end"
i like your new dp on fb,0,2.3733,0.0,0.0,0.0,0.0,0.0,"dp, ke, new"
i like the simplicity of this line friends are like blood though they are not seen over skin they come out when we are wounded,0,5.4233,0.0,0.0,0.0,0.0,0.0,"com, ke, pl, city, line, skin, se, ki, end"
whn love is unknown to u u will know wat is happiness whn u know love u will know wat is pain whn u lose it u will know wht is life,0,1.6797,0.0,0.0,0.0,0.0,0.0,"app, appin, se"
i like the fact that you re going home take care,0,2.3969,0.0,0.0,0.0,0.0,0.0,"ac, ke, tak"
i like grapes bcoz they r boneless i like u bcoz u r brainless ha ha ha bura laga cum on yaar its jst a fact,0,3.6283,0.0,0.0,0.0,0.0,0.0,"ts, ac, ke, pe, gr"
indian team penalized by animal activists for hunting 11 kangaroos on thursday team to pay penalty by hunting 11 terrorist 2dy mission begins,0,7.862,0.0,0.0,0.0,0.0,0.0,"ts, ac, rs, 11, pe, ka, team, india, pay, al, zed, ist"
i l cal u later,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
i knw its bettr wid jus us ll cal u kal din mei to cnfrm lez c wts d scene at home,0,3.2571,0.0,0.0,0.0,0.0,0.0,"ts, ka, din, al, tt"
i knw u just b hapy,0,0.0,0.0,0.0,0.0,0.0,0.0,
i knw,0,0.0,0.0,0.0,0.0,0.0,0.0,
i knw wat i hv to do,0,0.0,0.0,0.0,0.0,0.0,0.0,
i knw u would b angry wid me dis time 4 cmplaining so much being nt at all undrstandng n a vry bad partnr i am vry sholly jaanu,0,4.0328,0.0,0.0,0.0,0.0,0.0,"rs, pl, par, al, dr, nr, gr"
i knw u r nt hapy i cn just ask u to talk to me abt it wnevr u lyk,0,1.1107,0.0,0.0,0.0,0.0,0.0,"ab, al"
i knw u cnt msg bt it jst to say gn luv u muaah sd tc nd i wil b fyn so no need to wry,0,1.5061,0.0,0.0,0.0,0.0,0.0,"ms, msg, tc"
i knw u at home toh baat karna mushkil h bt aaj i m happy ki hmne phr b baat ki kafi der tak so agar mom dad sath me hon to no need to cal kk,0,4.1882,0.0,0.0,0.0,0.0,0.0,"ph, app, tak, ka, al, ki, aaj"
i knw meine bhi yahin galti ki thi thoda schange krna padega 100 100 100 ans 21 10 10 10 ans 12 20 20 20 ans 15,0,6.5387,0.0,0.0,0.0,0.0,0.0,"100, 15, mein, 00, 20, 10, al, 12, 21, ki"
indian team penalized by animal activists for hunting 11 kangaroos team to pay penalty by hunting 11 terrorist today mission begins,0,6.9992,0.0,0.0,0.0,0.0,0.0,"ts, ac, 11, pe, ka, team, india, pay, al, zed, ist"
i knw m ntu frwded me t o,0,0.0,0.0,0.0,0.0,0.0,0.0,
i knw i shudnt hv talkd to u atlst lyk dis bt plz yar i smtyms msbehave i dnt knw y i do dis,0,2.148,0.0,0.0,0.0,0.0,0.0,"ms, pl, al"
i knw i m sho shweet bt 1 mr thng i knw dat u r most shweetoo persn muaah,0,1.8817,0.0,0.0,0.0,0.0,0.0,"rs, pe, mr"
i knw i m distrbng u again n again stil i wud say plz dnt spoil ur lyf plz,0,2.4757,0.0,0.0,0.0,0.0,0.0,"po, pl, sp, ist"
i know radio pe suna tha i m screwed big tym magnetism is huge shit man,0,1.2963,0.0,0.0,0.0,0.0,0.0,"pe, net"
i know friendship is hard to keep but even if it gets harder i wont give up coz if its hard to keep you itll be lot harder to find you again,0,4.5514,0.0,0.0,0.0,0.0,0.3273,"ts, har, ke, won, rd, end, ip"
i know chotu wat de see means and wat u meant but i thought chotu can not use phrases so tats wy asked,0,3.7853,0.0,0.0,0.0,0.0,0.0,"ts, ph, ke, hot, se"
i know wen i opened face book now it showed 9 msg but wen i clicked u were offline,0,6.1535,0.0,0.0,0.0,0.0,0.0,"click, ac, ms, ke, line, pe, book, open, msg"
i kno is it ok if all of us watch d 4 40 mumbai movie in vk n v l all meet tab only wotsay,0,4.804,0.0,0.0,0.0,0.0,0.0,"ts, 40, mba, ab, al, watch, movie, tc"
indian team penalised by animal activists for hunting 11 kangaroos yday team to pay penalty by hunting 11 terrorist next wednesday mission begins jai hind,0,7.2625,0.0,0.0,0.0,0.0,0.0,"ts, ac, 11, pe, ka, team, india, pay, al, se, ext, ist"
i kno i chose 2 tell u tht,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
i kno ur tired i jus wana kno wot d ppl in ur colg wer saying abt u n astha i wont bother u after tht plz plz plz,0,3.3428,0.0,0.0,0.0,0.0,0.0,"ft, pl, won, ab, ana"
i kno ur busy wid crucial matters bt plz do tell me wot hapnd weneva u get d chance been controlling myself all day tc,0,4.0126,0.0,0.0,0.0,0.0,0.0,"rs, pl, chance, al, tt, se, tc"
i kno my increasing obsession nevr helps bt m nt able 2 control myself 2day y r u nt tokin 2 me wots rong cmon m only texting coz u don pick up ur fone,0,4.9544,0.0,0.0,0.0,0.0,0.0,"ncr, ts, pic, text, ab, se, ki, ext"
i kno i genraly say tht i need 2 sleep bt u cn call me if u want to tonight i cnt mak u coffee at 1am i cnt kiss u n mak u smile wen ur tense i cnt put d laptop away n put a sheet over u wen u fall asleep in front of it bt d least i cn do is be with u in spirit hope tht u manage 2 finish off ur work soon gn i love u a lot call me anytime u want 3,0,5.6535,0.0,0.0,0.0,0.0,0.0,"pe, anytime, age, laptop, al, sp, fee, se, nr, ki, ana"
i knew many new things bout my uncles character and found out he is such worst kind of guy,0,3.9562,0.0,0.0,0.0,0.0,0.0,"ac, rs, har, new, character, ki"
i just wntd to say wn u wnt me i m always dre 4 u wnevr u wnt to talk or sumthng feel fre to n plz stop spoilng ur lyf,0,5.0625,0.0,0.0,0.0,0.0,0.0,"po, pl, mth, stop, al, sp, fee, dr"
i just remembered that i used to like zaheer also but today he s not looking good,0,3.41,0.0,0.0,0.0,0.0,0.0,"member, ke, al, looking, se, ki"
i just luv when morning gets here bcz i can say great big gd morning 2 my frien ur 160by2 details username 9716503623 passwd asdfghjkl,0,9.5753,0.0,0.0,0.0,0.0,0.0,"03, ts, 16, 60, 50, 160by2, details, user, 23, se, 165, 71, 650, gr"
i just keep waiting and waiting and you just show no interest,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
why do v indians eagerly wish frndshp day valentine day rose day etc b4 a week or few days n feel proud dat v hav done a very great job but y do things change wen it comes 2 our nation s independance day do v hav d same eagerness ans is no so come lets change our view 2wrds our nation n stop giving priority 2 the western culture lets be indians first happy independance day,0,12.1566,0.0,0.0,0.0,0.0,0.0,"ts, rs, com, dance, app, stop, pe, age, india, al, west, days, fee, rd, se, week, end, hp, tc, view"
